ementa_id,sequencial_candidato
2013-12-11#REQUERIMENTO#3195#EM TRAMITAÇÃO,150000011359
2013-12-10#REQUERIMENTO#2694#APROVADO,150000011430
2013-12-10#REQUERIMENTO#2752#APROVADO,150000008262
2013-11-28#REQUERIMENTO#2702#APROVADO,150000002688
2013-12-10#REQUERIMENTO#2697#APROVADO,150000011430
2013-12-10#REQUERIMENTO#3133#APROVADO,150000008244
2013-12-10#REQUERIMENTO#2700#APROVADO,150000011769
2013-12-10#REQUERIMENTO#2827#APROVADO,150000011769
2013-12-10#REQUERIMENTO#2701#APROVADO,150000011769
2013-12-10#REQUERIMENTO#3127#APROVADO,150000008244
2013-12-10#REQUERIMENTO#3130#APROVADO,150000011769
2013-12-10#REQUERIMENTO#3061#APROVADO,150000011769
2013-12-10#REQUERIMENTO#2879#APROVADO,150000011769
2013-12-10#REQUERIMENTO#3060#APROVADO,150000011769
2013-12-10#REQUERIMENTO#2751#APROVADO,150000008262
2013-12-10#REQUERIMENTO#2828#APROVADO,150000011769
2013-12-10#REQUERIMENTO#2739#APROVADO,150000008262
2013-12-10#PROJETO DE RESOLUÇÃO#49#RETIRADO,150000008260
2013-12-10#REQUERIMENTO#2959#APROVADO,150000011769
2013-12-10#REQUERIMENTO#3183#EM TRAMITAÇÃO,150000011769
2013-12-10#REQUERIMENTO#3122#APROVADO,150000008244
2013-12-10#REQUERIMENTO#2875#APROVADO,150000011769
2013-12-10#REQUERIMENTO#2878#APROVADO,150000011769
2013-12-10#REQUERIMENTO#2956#APROVADO,150000011769
2013-11-26#PROJETO DE RESOLUÇÃO#47#APROVADO,150000008244
2013-12-10#REQUERIMENTO#3162#EM TRAMITAÇÃO,150000011352
2013-12-10#REQUERIMENTO#2738#APROVADO,150000008262
2013-12-10#REQUERIMENTO#2880#APROVADO,150000011769
2013-12-10#REQUERIMENTO#2881#APROVADO,150000011769
2013-12-10#REQUERIMENTO#2770#APROVADO,150000011769
2013-12-10#REQUERIMENTO#2771#APROVADO,150000011769
2013-12-10#REQUERIMENTO#2934#APROVADO,150000008262
2013-12-10#REQUERIMENTO#3126#APROVADO,150000008244
2013-12-10#REQUERIMENTO#3124#APROVADO,150000008244
2013-12-10#REQUERIMENTO#2955#APROVADO,150000011769
2013-12-10#REQUERIMENTO#2958#APROVADO,150000011769
2013-12-10#REQUERIMENTO#3120#APROVADO,150000008244
2013-12-10#REQUERIMENTO#3161#APROVADO,150000008262
2013-12-10#REQUERIMENTO#2957#APROVADO,150000011769
2013-12-10#REQUERIMENTO#3123#APROVADO,150000008244
2013-12-10#REQUERIMENTO#3010#APROVADO,150000011769
2013-12-10#REQUERIMENTO#2877#APROVADO,150000011769
2013-12-10#REQUERIMENTO#3131#APROVADO,150000011769
2013-12-10#REQUERIMENTO#3125#APROVADO,150000008244
2013-12-10#REQUERIMENTO#3134#APROVADO,150000008244
2013-10-08#REQUERIMENTO#2471#APROVADO,150000011786
2013-12-10#REQUERIMENTO#2852#APROVADO,150000011769
2013-12-10#REQUERIMENTO#3135#APROVADO,150000008244
2013-12-10#REQUERIMENTO#2826#APROVADO,150000011769
2013-12-10#REQUERIMENTO#3166#APROVADO,150000008262
2013-12-10#REQUERIMENTO#3062#APROVADO,150000011769
2013-12-10#REQUERIMENTO#2876#APROVADO,150000011769
2013-12-10#REQUERIMENTO#2898#APROVADO,150000011769
2013-12-10#REQUERIMENTO#3058#APROVADO,150000008244
2013-12-10#REQUERIMENTO#2747#APROVADO,150000008262
2013-12-10#REQUERIMENTO#2753#APROVADO,150000008262
2013-12-10#REQUERIMENTO#2750#APROVADO,150000008262
2013-12-10#REQUERIMENTO#2748#APROVADO,150000008262
2013-12-10#REQUERIMENTO#2749#APROVADO,150000008262
2013-12-10#REQUERIMENTO#3121#APROVADO,150000008244
2013-12-05#REQUERIMENTO#3140#EM TRAMITAÇÃO,150000007930
2013-12-04#PROJETO DE LEI ORDINÁRIA#438#EM TRAMITAÇÃO,150000011430
2013-12-03#REQUERIMENTO#3105#EM TRAMITAÇÃO,150000007930
2013-12-03#REQUERIMENTO#3100#EM TRAMITAÇÃO,150000007930
2013-11-28#REQUERIMENTO#3039#APROVADO,150000009212
2013-11-28#REQUERIMENTO#3025#APROVADO,150000011447
2013-11-28#REQUERIMENTO#3042#APROVADO,150000002675
2013-11-28#REQUERIMENTO#2910#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2703#APROVADO,150000002688
2013-11-28#REQUERIMENTO#3031#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2711#APROVADO,150000008260
2013-11-28#REQUERIMENTO#2914#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2992#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2766#APROVADO,150000008260
2013-11-28#REQUERIMENTO#3047#APROVADO,150000011430
2013-11-28#REQUERIMENTO#3043#APROVADO,150000002675
2013-11-28#REQUERIMENTO#3046#APROVADO,150000011430
2013-11-28#REQUERIMENTO#2993#APROVADO,150000011430
2013-11-28#REQUERIMENTO#2979#APROVADO,150000011430
2013-11-28#REQUERIMENTO#3001#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2807#APROVADO,150000008244
2013-11-28#REQUERIMENTO#2990#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2964#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2744#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2994#APROVADO,150000009212
2013-11-28#REQUERIMENTO#3008#APROVADO,150000007930
2013-11-28#REQUERIMENTO#3038#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2991#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2902#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2988#APROVADO,150000009212
2013-11-28#REQUERIMENTO#3019#APROVADO,150000008244
2013-11-28#REQUERIMENTO#2984#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2999#APROVADO,150000009212
2013-11-26#REQUERIMENTO#2757#APROVADO,150000011430
2013-11-28#REQUERIMENTO#3012#APROVADO,150000011448
2013-11-28#REQUERIMENTO#2907#APROVADO,150000009212
2013-11-28#REQUERIMENTO#3027#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2987#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2912#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2939#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2915#APROVADO,150000009212
2013-11-28#REQUERIMENTO#3030#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2978#APROVADO,150000011430
2013-11-28#REQUERIMENTO#2986#APROVADO,150000009212
2013-11-28#REQUERIMENTO#3000#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2960#APROVADO,150000009212
2013-11-28#REQUERIMENTO#3052#APROVADO,150000009212
2013-11-28#REQUERIMENTO#3014#APROVADO,150000002705
2013-11-28#REQUERIMENTO#3053#APROVADO,150000007930
2013-11-28#REQUERIMENTO#2913#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2855#APROVADO,150000007930
2013-11-28#REQUERIMENTO#2855#APROVADO,150000009212
2013-11-28#REQUERIMENTO#3009#APROVADO,150000007930
2013-11-28#REQUERIMENTO#2802#APROVADO,150000008244
2013-11-28#REQUERIMENTO#2980#APROVADO,150000008244
2013-11-28#REQUERIMENTO#2717#APROVADO,150000008260
2013-11-28#REQUERIMENTO#3045#APROVADO,150000002675
2013-11-28#REQUERIMENTO#2804#APROVADO,150000008244
2013-11-28#REQUERIMENTO#2944#APROVADO,150000009212
2013-11-28#REQUERIMENTO#3037#APROVADO,150000009212
2013-11-28#REQUERIMENTO#3040#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2905#APROVADO,150000009212
2013-11-28#REQUERIMENTO#3015#APROVADO,150000002705
2013-11-28#REQUERIMENTO#2916#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2765#APROVADO,150000007930
2013-11-28#REQUERIMENTO#2765#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2765#APROVADO,150000011447
2013-11-28#REQUERIMENTO#3002#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2825#APROVADO,150000008260
2013-11-28#REQUERIMENTO#2904#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2810#APROVADO,150000008244
2013-11-28#REQUERIMENTO#2806#APROVADO,150000008244
2013-11-28#REQUERIMENTO#2909#APROVADO,150000009212
2013-11-28#REQUERIMENTO#3017#APROVADO,150000002705
2013-11-28#REQUERIMENTO#3036#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2947#APROVADO,150000008244
2013-11-28#REQUERIMENTO#3005#APROVADO,150000007930
2013-11-28#REQUERIMENTO#2961#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2901#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2917#APROVADO,150000009212
2013-11-28#REQUERIMENTO#3004#APROVADO,150000007207
2013-11-28#REQUERIMENTO#2937#APROVADO,150000009212
2013-11-28#REQUERIMENTO#3051#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2808#APROVADO,150000008244
2013-11-28#REQUERIMENTO#2941#APROVADO,150000009212
2013-11-28#REQUERIMENTO#3041#APROVADO,150000002675
2013-11-28#REQUERIMENTO#2985#APROVADO,150000009212
2013-11-28#REQUERIMENTO#3024#APROVADO,150000007930
2013-11-28#REQUERIMENTO#3023#APROVADO,150000011352
2013-11-28#REQUERIMENTO#2903#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2969#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2995#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2890#APROVADO,150000002688
2013-11-28#REQUERIMENTO#2767#APROVADO,150000008260
2013-11-28#REQUERIMENTO#2942#APROVADO,150000009212
2013-11-28#REQUERIMENTO#2945#APROVADO,150000009212
